0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.0,0.048155833,0.55569724,5.0666618,0.0,0.52060382,229.84654,14.867107,1.7918261,18.799179,0.36294341,0.74138937,0.084037131,145.83399,0.017880864,0.028265273,33.721362,0.064363155,2.4066426,2.7800176,6.2549539,0.66714357,16.248109,17.231285,0.0,1.2821025,1.5452157,64.930885,143.94445,90.349107,0.0,0.11725008,0.69964893,30.407359,0.0011534025,0.0019417476,0.035056161,0.0,0.0,0.0,0.090136281,0.0,0.042358862,0.0026303305,0.0,0.0,0.0,0.0,0.0,0.0011160714,0.030430779,0.0,0.0034953229,0.00033211558,0.19427733,0.0767553,0.039162841,0.10835621,0.0,0.051253038,0.15495041,0.84825909,0.0025396682,0.099169007,0.0,0.0,0.00093632959,0.0015197568
0.034694958,0.0,4.047014,0.0,0.01680784,0.0075063399,0.045608385,0.053466706,15.142256,0.0075176344,1.8529195,0.014569025,20.212231,0.07339402,0.16883794,2.0736123,16.402936,0.85237469,19.714981,0.00124533,1.6972935,117.04575,1.0364405,21.134912,43.405632,29.255247,329.90519,3.1088796,0.23926894,0.39663263,1.0236883,0.0,0.0,3.9394642,0.0014534884,6.9295233,0.27161367,0.0,0.0,0.0,0.0170575,0.0,0.0,0.0,0.0065073409,0.00124533,0.045381788,0.0,0.0,0.23719453,0.14982829,0.026827522,0.26165996,0.0,0.025079536,3.061341,0.69709958,0.0024937656,0.05838348,1.2737885,6.9442176,0.012701923,0.00124533,0.0,0.0,0.0,0.0,0.064991351
0.33234182,1.6091147,0.0,0.0,0.0,0.16887124,19.798108,1.3214506,0.98528993,0.0066340273,0.044336902,0.0015151515,0.00061652281,2.0429022,0.012621861,0.74062147,263.95703,0.014560684,3.7467088,0.0,15.74265,4.8899042,389.79097,1.8761284,0.0,180.1429,361.3944,27.411787,0.41178282,9.7892098,0.0,0.0023650186,0.0011750881,9.6683539,0.0098198555,6.6886629,283.17399,0.0,0.0,0.0,1.4135641,0.037775976,0.0075271668,0.0,0.0070034043,0.00155521,0.0025641026,0.074359583,0.0,0.45492698,64.663037,0.030438576,1.5272099,0.0,0.59996419,6.4887878,60.595146,0.11541576,0.0,14.7408,368.20772,0.94690424,0.029222048,0.055391661,0.0,0.0,0.0013227513,0.22254678
6.9936642,0.0,0.0,0.0,0.31833006,13.991538,4.8637519,12.021687,124.10034,187.42503,0.20912778,32.095675,0.074542004,19.418185,4.9775203,0.0,0.022463872,0.018716171,0.012632568,476.45169,0.0082010127,0.0029986853,0.0094398768,210.52873,0.0045245542,0.0062563461,0.029963976,133.99751,75.119556,0.017560097,0.0,0.044797277,4.3193555,17.29764,0.10682378,0.0,0.0,4.2058261,0.0,0.050992908,11.317108,0.075125744,49.782014,11.683479,0.054456825,0.61328535,0.027553858,0.06543274,0.00049554014,0.0,0.0,0.0089301425,0.0045154914,11.361026,0.0,0.0021008403,0.014413808,11.535014,0.0,0.0079258148,0.021398997,19.007212,0.12538144,0.14431509,0.0046296296,0.0,0.023563911,0.37555446
0.0,0.028711113,0.0,0.35175743,0.0,9.9699131,0.5122536,1.4466012,8.4404635,0.1101415,1.5350846,5.7541848,0.53290288,0.04412234,149.23188,0.0,0.011764706,0.3299488,0.12409335,0.26259302,0.0,0.19867055,0.0,4.4664302,0.0048780488,0.19234284,0.25699582,0.64541574,3.3508064,0.0043892889,0.0,50.85153,0.0024390244,62.29532,0.0,0.0,0.0,0.028571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062716658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3564284,0.015700454,0.024954764,17.756933,12.004125,0.0,234.10676,424.5841,10.302382,1035.3087,12.545303,323.99171,3.8720473,29.459674,129.10112,0.0,0.79176133,1.9490013,0.74555696,64.072818,0.25170363,0.032819857,0.32425683,31.115588,0.029946475,1.057843,0.96571115,133.66106,92.719672,0.73932504,0.0094496321,36.429654,1.2886774,95.779146,0.02172104,0.0,0.0047723443,0.17658483,0.0,0.0,1.7066118,0.0,1.9424779,0.90693703,0.024347027,0.00052110474,0.019253651,0.004403794,0.0,0.0,0.0,0.016851919,0.0046728972,0.43536194,0.0013071895,0.0,0.0055659714,0.59542789,0.0077333393,0.02618411,0.019756508,1.5816113,0.047609105,0.0092687891,0.0,0.0,0.0,0.047114643
241.24076,0.028282296,17.368898,5.8841418,0.24612068,205.89831,0.0,631.31638,34.822871,228.94682,2.7679478,0.65674965,1.0987431,856.28003,5.1177263,0.064750503,39.636918,0.28832563,1.1882744,1.4487192,40.173703,0.36395724,65.356172,121.38654,0.03822958,4.7040004,5.1586086,621.69592,318.42952,156.19429,0.0019934454,1.3361778,25.888198,62.751922,0.48565957,0.0063158536,0.45235527,0.55791823,0.0,0.027254401,6.8662208,0.033331906,2.5601117,1.7486338,0.035200042,0.26843732,0.0062044481,0.039406214,0.013157895,0.028117699,0.043802117,0.0063671076,0.0020341632,0.8119221,0.21213648,0.082530594,0.25691809,12.116433,0.0,0.039995113,1.9069021,21.256476,0.50440579,1.2021491,0.0,0.0,0.081595421,0.56800723
11.425409,0.026695921,0.65090829,7.5006887,2.1748853,300.27927,426.14689,0.0,9.2724754,220.9089,10.263565,126.16562,4.0453799,274.44407,10.125193,0.0019683985,24.002418,0.92229486,1.3263983,47.465075,8.3960642,0.057999394,18.934378,47.474698,0.088695889,2.4342585,3.0998215,112.16215,144.25392,38.858004,0.0079987009,34.03701,0.53579198,86.238985,0.008827379,0.0084256861,0.0432386,0.039827148,0.0,0.0024416004,0.5564075,0.0037609473,0.38021067,0.15295616,0.0051400138,0.033016667,0.0028427698,0.0028653295,0.0,0.0,0.010068503,0.012534338,0.0021938181,0.045698131,0.022574891,0.0047613535,0.0089707892,0.87744508,0.0098489736,0.059981235,0.25174674,2.2169203,0.34446373,0.13117755,0.0022870212,0.0,0.0047042481,0.026787083
0.95889335,13.250695,0.88480648,38.684167,7.5276494,5.3376666,25.885447,8.2446417,0.0,24.169216,0.44041035,14.753945,0.25138918,3.7648977,54.65786,9.922891,3.4957249,0.023141286,1.2624782,20.36909,15.497681,97.436287,4.6233405,409.40023,0.063552641,2.8406087,48.061178,196.43584,16.2556,14.973712,0.006363353,0.059903552,5.283734,6.0195679,0.19336244,0.0014104372,0.017097293,3.5399597,0.0,0.050775427,5.5524131,0.030298009,22.530345,5.7613901,0.051607328,0.13032754,0.0038389962,0.027768137,0.0080915955,2.5528621,0.0077020183,0.017164042,0.0047777952,3.8459609,4.90215,4.2974931,2.5042991,17.861462,0.0017730496,0.0075718909,0.48590345,27.212651,1.6467312,2.0536307,0.0,0.0022596324,0.19160945,0.66270963
40.252686,0.0056048519,0.015890215,188.12155,0.058997187,937.34128,305.87296,327.22551,79.26173,0.0,13.248475,218.61126,5.1829628,244.50891,2.1753503,0.0018832392,0.20232524,1.2353862,0.56911153,401.90758,0.16919336,0.0019455253,0.22211636,60.547191,0.042624794,1.0570238,0.70879064,624.42991,403.0479,0.43282682,0.0095339583,2.1773267,4.5307664,185.62889,0.23382014,0.0020703934,0.0041282265,7.1180122,0.0,0.13442595,27.512878,0.11965284,50.002721,20.712693,0.21270482,0.79399095,0.025808419,0.12070556,0.038835578,0.0046320139,0.0,0.085635766,0.040238816,22.786129,0.010225021,0.0,0.052874053,25.917147,0.0,0.063145925,0.068042812,44.084801,0.53678025,0.31176923,0.0025695121,0.0,0.028634286,1.1694461
0.39910355,4.1926081,0.1139987,0.64330199,0.54747289,20.207132,6.4703077,26.538398,0.80301804,23.841669,0.0,43.225201,475.53028,22.184457,2.4141491,0.0,0.52427949,224.09071,84.459158,14.252197,0.12175198,0.068461891,0.13381108,4.420584,73.77978,168.15406,76.725762,7.6199238,22.651608,0.22199592,7.9467546,4.8454474,0.0014662757,344.04639,0.0,0.22702854,0.015927356,0.028664608,0.0,0.005421819,0.059268376,0.010780617,0.058980482,0.029781567,2.4494516,0.0039274179,16.610466,0.019388105,0.0,0.0,0.0023866348,15.049278,3.497507,0.019066883,0.0,0.062539238,0.0021517005,0.31111155,7.8191372,38.532464,47.923227,0.3826707,0.0099173098,0.013362766,0.40753233,0.0,0.0,0.27332297
2.1782317,0.011253995,0.0025641026,61.319034,6.2115256,318.54714,1.3224903,168.25649,24.631409,148.99846,32.639133,0.0,13.137673,95.913877,334.82975,0.0,0.018178048,4.1459409,1.4030026,695.6169,0.00098135427,0.17854366,0.021294082,21.920116,0.090589972,1.8843007,1.4892041,21.372881,206.6392,0.071224625,0.12125296,4.8599642,0.061259346,183.33487,0.024644704,0.0,0.0,4.2869285,0.0,0.30850706,5.6231205,0.11423882,11.952502,3.797485,0.25946307,1.7527364,0.053901032,0.00083472454,0.0,0.0,0.0,0.022093741,0.016349087,8.3532361,0.0,0.0,0.0016666667,4.4820134,0.024741915,0.035261759,0.053277744,9.0227581,0.11527909,0.19018241,0.008,0.0,0.0021929825,0.26983907
0.045937127,27.364867,0.0037735849,0.10781842,0.72784589,4.6196676,1.5508961,5.5744563,0.23444379,4.3540126,312.02176,10.394926,0.0,4.7760324,1.0724208,0.19943663,0.10305145,60.644487,22.227986,2.8520073,0.029232198,0.93453796,0.22153003,0.99528131,221.01431,115.10618,71.898366,1.5206191,3.9442732,0.041190471,2.9131316,1.2132959,0.0,86.260968,0.0015686275,1.0090665,0.1457012,0.0,0.0,0.0031395844,0.047584354,0.0068642722,0.0060400229,0.0080001468,4.1737405,0.022723713,31.358229,0.012081425,0.006097561,0.34477609,0.055180723,14.466935,2.6365394,0.0050490486,0.47715148,3.7418638,0.44529331,0.073110804,19.879648,29.175206,34.806935,0.1494309,0.0012531328,0.096544481,0.72465216,0.0,0.0,3.1508599
127.06143,0.03773707,1.2118103,17.436495,0.032079832,18.872422,549.54612,251.75601,4.3927932,175.38486,14.581355,76.885785,4.848234,0.0,1.4583134,0.015696742,48.026524,1.7226846,3.5710496,45.521522,14.799838,0.38434176,26.429222,34.601047,0.075551111,4.7993261,4.6035317,127.81687,358.13268,110.73707,0.026281291,44.671429,1.9015637,91.555899,0.0048709984,0.0099816448,0.19788852,0.021304087,0.0,0.0,0.27926097,0.0020732353,0.15303865,0.12592108,0.0014291014,0.0020483648,0.029914988,0.00036114121,0.0,0.0081699176,0.0092530569,0.011246537,0.0046042423,0.06380637,0.31371704,0.038762725,0.017422271,0.76509684,0.012943754,0.099715797,0.211496,2.6060453,0.017300931,0.076603228,0.0,0.0017006803,0.0054323609,0.011020528
0.041408839,0.28929942,0.026785714,5.0827712,180.83142,157.634,7.3785263,11.966278,120.76035,3.7462266,0.75807883,231.19642,0.29740914,1.2849043,0.0,0.0047393365,0.098677886,0.039346848,0.067106806,9.3536092,0.008612387,4.7249888,0.012976196,82.838198,0.0047841739,0.11421533,1.2770947,10.146932,5.2152955,0.085136442,0.0050205691,3.0650873,0.4095585,2.7671712,0.0011876485,0.0,0.0011904762,0.15305953,0.0,0.0,0.072374832,0.0,0.8340435,0.078154736,0.0,0.0026385224,0.0,0.0,0.023255814,0.0,0.0,0.0034602076,0.0,0.013033014,0.0084826762,0.0,0.0,0.090079833,0.0,0.0,0.0023549811,0.15561356,0.0,0.028642248,0.0,0.0,0.0,0.0
0.013548656,1.5826459,1.4198473,0.0,0.0,0.0,0.079325904,0.0028145517,50.908028,0.0037593985,0.0,0.0,0.028790969,0.043914671,0.0020876827,0.0,2.1235212,0.0013513514,0.18183789,0.0,111.84974,97.730114,248.90221,40.086911,0.025649131,0.51291172,116.46099,50.207375,0.33655436,1.9177651,0.0,0.0,0.03125349,2.3868079,0.00077700078,0.0,0.15281293,0.0,0.0,0.0,0.16336184,0.0012515645,0.091515216,0.0,0.019147527,0.0,0.0,0.031929038,0.0,71.999798,0.12995272,0.012195122,0.037646034,0.0,75.760814,65.759761,226.46388,6.5344752,0.0,0.0049416368,26.105386,11.022549,0.24915239,5.5225211,0.0,0.0,0.050295298,1.0460793
11.422974,10.492171,220.67717,0.0081894483,0.0074074074,0.45590916,20.281594,14.101061,2.8809811,0.088944139,0.54049878,0.012097502,0.058179045,35.857119,0.037229198,0.95703217,0.0,0.43880631,75.445571,0.031084382,17.335837,15.090568,66.004824,5.894029,0.082248176,198.39046,718.16732,16.592496,44.487474,73.878198,0.0015128593,0.026884045,1.1351467,51.723993,0.0026619518,4.297801,68.444631,0.0,0.0,0.0023809524,0.061097482,0.0,0.003126777,0.0,0.0021459227,0.0,0.0,0.0087037517,0.0,0.10447089,11.95357,0.0047862141,2.4315713,0.0,0.2022861,1.5472852,2.9260457,0.054199111,0.0012345679,37.575242,87.375155,0.23573474,0.005055036,0.078661537,0.0,0.0,0.0,0.077149327
